hrv_target,feature,pearson_r,pearson_p,spearman_r,spearman_p,n
ecg_mean_rr,acc_mag_dom_freq,-0.2978650733383437,0.0,-0.31988796285068377,0.0,16086
ecg_mean_rr,acc_mag_jerk_mean,-0.21656478056472364,4.932407537165813e-170,-0.24104637351127675,2.2404657977097156e-211,16086
ecg_mean_rr,acc_z_jerk_mean,-0.20283418394749833,5.755553325587387e-149,-0.2114668666757578,4.901635419470776e-162,16086
ecg_mean_rr,acc_x_jerk_mean,-0.20136310522155684,8.479925210671593e-147,-0.1905993360568772,1.8900199194912134e-131,16086
ecg_mean_rr,acc_z_spectral_energy,-0.17931074422251525,2.5365271135754972e-116,-0.19637397824388592,1.4297361570296378e-139,16086
ecg_mean_rr,acc_mag_spectral_energy,-0.16215959266668803,3.298529937083585e-95,-0.17030707889123609,5.8541139750064595e-105,16086
ecg_mean_rr,acc_max_intercorr,0.15548098843089547,1.372428465571333e-87,0.16763995240180593,1.0348099934119063e-101,16086
ecg_mean_rr,acc_mag_energy,-0.1551029866680813,3.620006800929477e-87,-0.1835102338659459,7.790534869790063e-122,16086
ecg_mean_rr,acc_x_entropy,-0.15499749786030537,4.7431615167502065e-87,-0.15983736564601828,1.6056205599803464e-92,16086
ecg_mean_rr,acc_mag_mean,-0.15132572652010676,5.117980972366046e-83,-0.19482903589017606,2.2569818595958226e-137,16086
ecg_mean_rr,acc_z_std,-0.14822745774303994,1.0811653912373037e-79,-0.18197996757100593,8.242913676658182e-120,16086
ecg_mean_rr,acc_z_rms,-0.14822202429604078,1.095620161154914e-79,-0.18198056620318212,8.227962488734466e-120,16086
ecg_mean_rr,acc_z_energy,-0.14759858462225753,5.01203417413154e-79,-0.18198061145559732,8.226833384226634e-120,16086
ecg_mean_rr,acc_sma,-0.14412675050561366,2.111439818524835e-75,-0.1866888170845444,4.251607127777392e-126,16086
ecg_mean_rr,acc_corr_yz,0.14287288123119768,4.089051367156488e-74,0.14949318942878664,4.833515160306604e-81,16086
ecg_mean_rr,acc_mag_rms,-0.14270063958761559,6.130717804605565e-74,-0.18351022188768693,7.790820412971165e-122,16086
ecg_mean_rr,acc_x_spectral_energy,-0.1406639936975187,7.089781133059528e-72,-0.13146279803316882,6.166693240452511e-63,16086
ecg_mean_rr,acc_mag_entropy,-0.13701382783858845,2.9618392836347486e-68,-0.1198243909789736,1.6165252361945289e-52,16086
ecg_mean_rr,acc_x_dom_freq,-0.13110722207067865,1.327456848978406e-62,-0.09231847851257254,8.638462870684215e-32,16086
ecg_mean_rr,acc_z_peak2peak,-0.11563458842788626,5.2225958672582405e-49,-0.15337485671853723,2.9565944219156463e-85,16086
ecg_mean_rr,acc_x_energy,-0.1131196931912169,5.797634330632201e-47,-0.11054433201209896,6.462907123520722e-45,16086
ecg_mean_rr,acc_magnitude_std,-0.10938316942136639,5.22149721776989e-44,-0.15058235673684733,3.2609565964175145e-82,16086
ecg_mean_rr,acc_mag_std,-0.10938316942136639,5.22149721776989e-44,-0.15058235673684733,3.2609565964175145e-82,16086
ecg_mean_rr,acc_corr_xz,-0.0989949739120859,2.5360529208062776e-36,-0.11724533987269667,2.4199753335784196e-50,16086
ecg_mean_rr,acc_magnitude_range,-0.09885814428864853,3.1640127795907686e-36,-0.1534742816932086,2.298208247227209e-85,16086
ecg_mean_rr,acc_mag_peak2peak,-0.09885814428864853,3.1640127795907686e-36,-0.1534742816932086,2.298208247227209e-85,16086
ecg_mean_rr,acc_y_jerk_mean,-0.09342635934091215,1.608263081671509e-32,-0.1157928529291677,3.869361355625334e-49,16086
ecg_mean_rr,acc_x_std,-0.09212518665837394,1.1558942553408465e-31,-0.11055477853797348,6.34191716220304e-45,16086
ecg_mean_rr,acc_x_rms,-0.09211402480404834,1.1754761129749922e-31,-0.11054433201209896,6.462907123520722e-45,16086
ecg_mean_rr,acc_x_peak2peak,-0.09174376327688935,2.049862408604683e-31,-0.13101940723357777,1.6036483922993814e-62,16086
ecg_mean_rr,acc_z_dom_freq,0.08073581359055955,1.1154164752978428e-24,0.07822661338860844,2.902930224255991e-23,16086
ecg_mean_rr,acc_y_peak2peak,-0.062137602538862094,3.071677508885512e-15,-0.10026099290868319,3.2271912326747797e-37,16086
ecg_mean_rr,acc_y_rms,-0.0614854163098844,5.949645494670316e-15,-0.09489708561408408,1.673629063601219e-33,16086
ecg_mean_rr,acc_y_std,-0.06147866731392176,5.990274960508803e-15,-0.094896446539173,1.675288353264113e-33,16086
ecg_mean_rr,acc_y_energy,-0.052482158141610544,2.7305331138713575e-11,-0.09489710153987667,1.6735877348349487e-33,16086
ecg_mean_rr,acc_y_spectral_energy,-0.049366382916744105,3.740220217388836e-10,-0.09585801143094848,3.743398020619134e-34,16086
ecg_mean_rr,acc_corr_xy,-0.04771415999004291,1.4077277386263135e-09,-0.07889352721925781,1.2330311475186074e-23,16086
ecg_mean_rr,acc_y_entropy,-0.032642556569051066,3.4601127080732076e-05,-0.008761582821929797,0.2664944331308658,16086
ecg_mean_rr,acc_z_entropy,0.031486881439731405,6.491856926626362e-05,0.06340909779112792,8.300427294920866e-16,16086
ecg_mean_rr,acc_y_dom_freq,0.01708981602131847,0.03019664428742152,0.035446842388882,6.898128118890293e-06,16086
ecg_mean_rr,acc_clip_ratio,-0.01177340811794276,0.1353942443875703,-0.01610318710941304,0.0411167748695751,16086
ecg_mean_rr,acc_z_mean,-0.0074972278569169735,0.3416971068305539,-0.009109182789100476,0.2479850906867468,16086
ecg_mean_rr,acc_y_mean,-0.00017843938272766972,0.9819455612364734,-0.006727472647554445,0.39355244483061474,16086
ecg_mean_rr,acc_x_mean,1.542295935948255e-05,0.9984393777996974,-0.0006573778408038702,0.9335580154314629,16086
ecg_mean_rr,acc_flatline_ratio,,,,,16086
ecg_mean_rr,acc_valid,,,,,16086
ecg_sdnn,acc_z_entropy,-0.14224059823522872,1.8039179546688466e-73,-0.005237101211471628,0.5065766461160744,16086
ecg_sdnn,acc_z_jerk_mean,-0.13769313017435342,6.384765723625038e-69,-0.01590360645901498,0.04369189392353391,16086
ecg_sdnn,acc_mag_jerk_mean,-0.12490459296833005,6.05915673961922e-57,0.0022263919860794077,0.7776728281677198,16086
ecg_sdnn,acc_y_jerk_mean,-0.11851997441410943,2.0643753494381382e-51,-0.030799743178220863,9.345957898758331e-05,16086
ecg_sdnn,acc_mag_entropy,-0.10794569352029386,6.723943208767228e-43,-0.036288385318745404,4.151778005369837e-06,16086
ecg_sdnn,acc_z_dom_freq,-0.08716403286590191,1.6534331999948034e-28,-0.05493640559737031,3.1171008250656504e-12,16086
ecg_sdnn,acc_x_jerk_mean,-0.07489162249333446,1.8853116267093904e-21,0.009973401723809991,0.20591949692676423,16086
ecg_sdnn,acc_mag_dom_freq,0.07010537634361626,5.496357512578379e-19,0.020869390572225244,0.008121900849577129,16086
ecg_sdnn,acc_z_energy,0.06506714600785106,1.449204636544272e-16,0.07150220006071913,1.0899031241217097e-19,16086
ecg_sdnn,acc_y_rms,-0.06320940134946935,1.021168487024734e-15,0.018212021701899686,0.020896259870604852,16086
ecg_sdnn,acc_y_std,-0.06320927808007051,1.0212989183735442e-15,0.01821306373829076,0.020888940353180976,16086
ecg_sdnn,acc_y_entropy,-0.050142274066760466,1.9774397487259587e-10,-0.00425772258109065,0.5892177394751007,16086
ecg_sdnn,acc_y_energy,-0.04521416762519537,9.63523165936949e-09,0.01821200800061594,0.020896356126644564,16086
ecg_sdnn,acc_y_spectral_energy,-0.04268322590266365,6.108822860443202e-08,0.019243068035059235,0.014661014822914863,16086
ecg_sdnn,acc_x_energy,-0.040771252154405725,2.3062282290101454e-07,0.03467385003201242,1.0890832127404343e-05,16086
ecg_sdnn,acc_x_rms,-0.0407588691465532,2.325721739032946e-07,0.03467385003201242,1.0890832127404343e-05,16086
ecg_sdnn,acc_x_std,-0.040756850882201025,2.3289139691855707e-07,0.03467311596839511,1.0895508241156797e-05,16086
ecg_sdnn,acc_x_spectral_energy,-0.03925737876868826,6.339738750872532e-07,0.0322521138994504,4.28959553924336e-05,16086
ecg_sdnn,acc_z_rms,0.03917849280340269,6.676196910229409e-07,0.07150222512456862,1.0898711739975385e-19,16086
ecg_sdnn,acc_z_std,0.039167752987322856,6.723313347748224e-07,0.07151355994313613,1.0755165707050719e-19,16086
ecg_sdnn,acc_y_peak2peak,-0.038503666127796925,1.0349464482177124e-06,0.03544381072483193,6.910619240573062e-06,16086
ecg_sdnn,acc_corr_xz,0.03411349861236047,1.507712468709765e-05,0.040396702452061346,2.971721462645049e-07,16086
ecg_sdnn,acc_max_intercorr,0.0328263672184023,3.124648651209555e-05,-0.0071536210717286185,0.364280359214741,16086
ecg_sdnn,acc_z_spectral_energy,0.02099010690425613,0.007761463293719441,0.07105523045302567,1.8353925450639905e-19,16086
ecg_sdnn,acc_sma,-0.018419995788478492,0.019478961674524748,0.06014726033566401,2.2611420426462917e-14,16086
ecg_sdnn,acc_magnitude_range,-0.01598459786233062,0.04263092056691335,0.06917399173725373,1.5886204704450028e-18,16086
ecg_sdnn,acc_mag_peak2peak,-0.01598459786233062,0.04263092056691335,0.06917399173725373,1.5886204704450028e-18,16086
ecg_sdnn,acc_x_peak2peak,-0.015945858685459145,0.04313564771246154,0.06477032702665454,1.9871416152348523e-16,16086
ecg_sdnn,acc_corr_yz,-0.013057330699418295,0.09771960618426806,0.03738094832872608,2.112669452457253e-06,16086
ecg_sdnn,acc_y_dom_freq,-0.011933939449589738,0.13014637629551926,-0.011370338359341356,0.1492907141512098,16086
ecg_sdnn,acc_mag_energy,0.01190549963705663,0.1310644060472921,0.07186425382960979,7.12886157213664e-20,16086
ecg_sdnn,acc_clip_ratio,0.010805492990027095,0.17056187975922604,-0.0012953053411735595,0.8695172982347986,16086
ecg_sdnn,acc_x_entropy,-0.01006230711588265,0.20190549151737902,0.07009910858545632,5.536014467416482e-19,16086
ecg_sdnn,acc_mag_spectral_energy,-0.009751514132919832,0.21618970040789126,0.07953234495181252,5.3930792211780904e-24,16086
ecg_sdnn,acc_x_dom_freq,0.008985059747562328,0.25448844790695735,-0.030419404734904985,0.00011398975294510699,16086
ecg_sdnn,acc_corr_xy,0.008528952643672911,0.2794001863109887,0.062283389682509634,2.6472194723778427e-15,16086
ecg_sdnn,acc_mag_mean,-0.007942739373611361,0.31378103617996017,0.06189928888679458,3.914110352457981e-15,16086
ecg_sdnn,acc_z_peak2peak,-0.007236490433397618,0.35875024380768744,0.08200437447745137,2.0651413170270971e-25,16086
ecg_sdnn,acc_z_mean,-0.006229757765943067,0.4294867992678764,-0.004965787945983012,0.5288458728398967,16086
ecg_sdnn,acc_y_mean,-0.005859375865663037,0.4574231014803176,-0.0007222687064298967,0.9270169133372077,16086
ecg_sdnn,acc_magnitude_std,0.004850413130246339,0.5384645137997099,0.08246156167274873,1.1173145281177145e-25,16086
ecg_sdnn,acc_mag_std,0.004850413130246339,0.5384645137997099,0.08246156167274873,1.1173145281177145e-25,16086
ecg_sdnn,acc_x_mean,-0.003365492096336121,0.669513784727465,0.002370679369904151,0.7636800777343857,16086
ecg_sdnn,acc_mag_rms,-0.0032189888618655883,0.6831007098994556,0.07186425008913802,7.128892916302341e-20,16086
ecg_sdnn,acc_flatline_ratio,,,,,16086
ecg_sdnn,acc_valid,,,,,16086
ecg_rmssd,acc_z_entropy,-0.1442315898805889,1.6460292468872097e-75,-0.022651597056078,0.004065157598339588,16086
ecg_rmssd,acc_z_jerk_mean,-0.14373988807527288,5.283475003040198e-75,-0.05029710635103071,1.7392891599260468e-10,16086
ecg_rmssd,acc_mag_jerk_mean,-0.1272553102101558,4.684610674747018e-59,-0.025263714453746783,0.0013530933704683117,16086
ecg_rmssd,acc_y_jerk_mean,-0.12103425368790952,1.4842753561247305e-53,-0.05465637356346809,4.012318949637551e-12,16086
ecg_rmssd,acc_mag_entropy,-0.10571623742151094,3.3074874129634314e-41,-0.03605225579578238,4.792762455090934e-06,16086
ecg_rmssd,acc_z_dom_freq,-0.0891632985896731,9.285707388093309e-30,-0.05603180772190075,1.1472004751957658e-12,16086
ecg_rmssd,acc_mag_dom_freq,0.07631989155549511,3.2263590680616286e-22,0.03636744622676162,3.956155782774003e-06,16086
ecg_rmssd,acc_x_jerk_mean,-0.07125999103396503,1.4461525025955534e-19,-0.010735563548531151,0.1733458360259999,16086
ecg_rmssd,acc_y_std,-0.07022924752409872,4.767743476427374e-19,-0.015603590539994106,0.0478183302216235,16086
ecg_rmssd,acc_y_rms,-0.07022883080425105,4.770026997655932e-19,-0.015604782656952663,0.047801307188989374,16086
ecg_rmssd,acc_z_energy,0.06567548539561317,7.554732397237549e-17,0.04780807502708772,1.3070804075194667e-09,16086
ecg_rmssd,acc_y_energy,-0.052032201444501415,4.0228067678133777e-11,-0.015604798810063205,0.04780107656293411,16086
ecg_rmssd,acc_y_spectral_energy,-0.04926905958051409,4.0487797958276927e-10,-0.015141260952980557,0.05481547386067857,16086
ecg_rmssd,acc_y_entropy,-0.04783630854937002,1.2782191183893891e-09,0.008840928255451535,0.2621878576857396,16086
ecg_rmssd,acc_x_rms,-0.04382095004845077,2.696571558270007e-08,0.00421318852366566,0.5931187349831285,16086
ecg_rmssd,acc_x_std,-0.04381923956793844,2.6999300968019188e-08,0.004211860729347682,0.5932352255920146,16086
ecg_rmssd,acc_y_peak2peak,-0.04302554317513142,4.786645910791722e-08,0.00026859685412820763,0.972826392896328,16086
ecg_rmssd,acc_x_energy,-0.042117290267793435,9.105974789991258e-08,0.00421318852366566,0.5931187349831285,16086
ecg_rmssd,acc_x_spectral_energy,-0.04059491392071311,2.5993158034577556e-07,0.001042217996568693,0.894845959270157,16086
ecg_rmssd,acc_max_intercorr,0.0395446578917202,5.247226507272628e-07,0.01691355155698683,0.03194145156119661,16086
ecg_rmssd,acc_corr_xz,0.039502718068591146,5.394566750540469e-07,0.05593713916824879,1.251655454311321e-12,16086
ecg_rmssd,acc_z_rms,0.03651760729893018,3.608662407331793e-06,0.04780809635384544,1.3070583686771136e-09,16086
ecg_rmssd,acc_z_std,0.036505087178946176,3.6364792698907516e-06,0.0478152120398602,1.2997252802124143e-09,16086
ecg_rmssd,acc_sma,-0.023137840289831776,0.0033381558623506425,0.02809162366133698,0.000366216656018245,16086
ecg_rmssd,acc_x_peak2peak,-0.02155689432688702,0.006253604324438791,0.02811728733604164,0.00036169766966892764,16086
ecg_rmssd,acc_magnitude_range,-0.021012401121121457,0.0076964867894129705,0.03539566222993743,7.111925275096765e-06,16086
ecg_rmssd,acc_mag_peak2peak,-0.021012401121121457,0.0076964867894129705,0.03539566222993743,7.111925275096765e-06,16086
ecg_rmssd,acc_corr_yz,-0.018406021202050347,0.019571493287366626,0.023490582732987386,0.0028871529664571856,16086
ecg_rmssd,acc_z_spectral_energy,0.016539224084207604,0.0359351823067731,0.041218349762466217,1.6991035501146388e-07,16086
ecg_rmssd,acc_z_peak2peak,-0.014748902254444661,0.06140492436030741,0.04494973255364128,1.1741271503318526e-08,16086
ecg_rmssd,acc_clip_ratio,0.014400888099417423,0.06778612141059975,0.004403898417275365,0.5764972956403325,16086
ecg_rmssd,acc_x_dom_freq,0.013012088052479966,0.09888721648533849,-0.023165574795875034,0.003300498802154164,16086
ecg_rmssd,acc_mag_mean,-0.012376684625930693,0.11648948012452874,0.03032742115399563,0.0001195579426120259,16086
ecg_rmssd,acc_mag_spectral_energy,-0.010693165821663294,0.17505018491147464,0.04656476033564785,3.450645099942033e-09,16086
ecg_rmssd,acc_mag_energy,0.009659479466383347,0.22055604033525159,0.03889498396361442,8.033257734837571e-07,16086
ecg_rmssd,acc_corr_xy,0.00850631181837134,0.2806785572151522,0.04888953391172024,5.507498422008734e-10,16086
ecg_rmssd,acc_mag_rms,-0.008151317486683567,0.3012421633635101,0.03889499215559989,8.033214928643852e-07,16086
ecg_rmssd,acc_y_mean,-0.00569735218080685,0.46995745256910293,-0.0002751056673883508,0.9721681683694409,16086
ecg_rmssd,acc_z_mean,-0.005619021768601109,0.47608457073698607,-0.0039055171711216167,0.6203866310882609,16086
ecg_rmssd,acc_y_dom_freq,-0.004214351939072956,0.5930166743480038,0.0038983720244831974,0.6210263251345316,16086
ecg_rmssd,acc_x_entropy,-0.0027840419355904776,0.7240322582700568,0.0713727938154307,1.2678330248112463e-19,16086
ecg_rmssd,acc_x_mean,-0.002782227569366794,0.7242047647708741,0.003762236402289184,0.6332686335105098,16086
ecg_rmssd,acc_mag_std,-0.00047790424683080007,0.9516712639576281,0.049722037356554734,2.7959814247698623e-10,16086
ecg_rmssd,acc_magnitude_std,-0.00047790424683080007,0.9516712639576281,0.049722037356554734,2.7959814247698623e-10,16086
ecg_rmssd,acc_flatline_ratio,,,,,16086
ecg_rmssd,acc_valid,,,,,16086
ecg_pnn50,acc_z_entropy,-0.101455525644139,4.5032657255659983e-38,-0.03150708343453601,6.421973699133997e-05,16086
ecg_pnn50,acc_z_jerk_mean,-0.0988480051692134,3.2162696617150353e-36,-0.06143378056960307,6.2675308113749705e-15,16086
ecg_pnn50,acc_z_dom_freq,-0.0896661888352152,4.454334007069615e-30,-0.059446862249533244,4.4962808292652935e-14,16086
ecg_pnn50,acc_mag_dom_freq,0.08837964921592577,2.893212082454283e-29,0.03907216173227935,7.157038245529759e-07,16086
ecg_pnn50,acc_mag_jerk_mean,-0.08195411578325279,2.2089517058555805e-25,-0.03681764986261391,2.9999229782695966e-06,16086
ecg_pnn50,acc_y_jerk_mean,-0.07504908350527428,1.5544061364671534e-21,-0.06209693917898618,3.201574666316695e-15,16086
ecg_pnn50,acc_z_energy,0.06745717878538104,1.0833342547490378e-17,0.038452003791507976,1.0699564643574244e-06,16086
ecg_pnn50,acc_mag_entropy,-0.06556207376671389,8.534096771829396e-17,-0.03661949485525958,3.3897533932485245e-06,16086
ecg_pnn50,acc_corr_xz,0.05061880529128908,1.3306049126193955e-10,0.06311891638100685,1.1214622257794378e-15,16086
ecg_pnn50,acc_z_rms,0.04377360026002698,2.7910571131640715e-08,0.038452026154735815,1.069941065735883e-06,16086
ecg_pnn50,acc_z_std,0.04377022313170748,2.7979174695811528e-08,0.03845673200809372,1.066705501501977e-06,16086
ecg_pnn50,acc_y_entropy,-0.03865376198150681,9.393737871932732e-07,0.0030488137721636607,0.6990125851624621,16086
ecg_pnn50,acc_x_entropy,0.03602342155799177,4.877238805419739e-06,0.0628235497932762,1.5212526209015607e-15,16086
ecg_pnn50,acc_z_spectral_energy,0.03432130504129583,1.3371480715391521e-05,0.030224813749804298,0.00012607147251616143,16086
ecg_pnn50,acc_y_std,-0.03303819420614908,2.7763921263481725e-05,-0.019632248388325883,0.012773726603334139,16086
ecg_pnn50,acc_y_rms,-0.03303717894266921,2.77796963592663e-05,-0.019630462023074967,0.01278187358137495,16086
ecg_pnn50,acc_x_jerk_mean,-0.03084337026960642,9.134183012526964e-05,-0.011671986681573866,0.1387930955420451,16086
ecg_pnn50,acc_mag_energy,0.029285448529563433,0.00020336533150049947,0.03036394065309694,0.00011731723333529105,16086
ecg_pnn50,acc_corr_xy,0.023809262961830707,0.0025282777128771737,0.04525323814095993,9.357001874106853e-09,16086
ecg_pnn50,acc_mag_spectral_energy,0.021279478956711777,0.006955134481761387,0.03298180979020224,2.8653040566586177e-05,16086
ecg_pnn50,acc_magnitude_std,0.02122644082147482,0.007097039801270716,0.04173680195713977,1.187565751344428e-07,16086
ecg_pnn50,acc_mag_std,0.02122644082147482,0.007097039801270716,0.04173680195713977,1.187565751344428e-07,16086
ecg_pnn50,acc_y_energy,-0.021024611281479477,0.007661107250275158,-0.01963048561096389,0.012781765975435011,16086
ecg_pnn50,acc_x_energy,-0.019326836759589364,0.014235207580812514,0.00256889236717949,0.7445837236705855,16086
ecg_pnn50,acc_x_rms,-0.019234437569776594,0.014705516140006916,0.00256889236717949,0.7445837236705855,16086
ecg_pnn50,acc_x_std,-0.01923101573245374,0.01472319311014526,0.002567648375713375,0.7447030986538067,16086
ecg_pnn50,acc_y_dom_freq,-0.018191027680695582,0.02104420385391129,0.0010637380591482495,0.892687709219894,16086
ecg_pnn50,acc_y_spectral_energy,-0.01773765760870549,0.02446927705382495,-0.020224212108175692,0.01031425455589512,16086
ecg_pnn50,acc_max_intercorr,0.015044685649379897,0.056380083786016506,0.014144345993872999,0.07283134267663689,16086
ecg_pnn50,acc_y_peak2peak,-0.015009257882678293,0.056963288958271706,-0.0036359458269611252,0.644716198705743,16086
ecg_pnn50,acc_corr_yz,0.014166770107199828,0.07237842732820875,0.027254705161587504,0.0005460140606220806,16086
ecg_pnn50,acc_x_spectral_energy,-0.013723572773920643,0.08176852228498659,-0.0003559129865172522,0.9639979904593249,16086
ecg_pnn50,acc_clip_ratio,0.012952892885683564,0.10043169578447211,0.00617936677728049,0.43322828434040483,16086
ecg_pnn50,acc_mag_rms,0.012204099715505866,0.12167272338459006,0.030363946647533994,0.00011731686880945174,16086
ecg_pnn50,acc_x_peak2peak,0.011368042191641115,0.14937288413546265,0.026844631583430152,0.0006614718830679531,16086
ecg_pnn50,acc_z_peak2peak,0.01004123005915224,0.20285190588446506,0.03572954492389129,5.823601897702832e-06,16086
ecg_pnn50,acc_y_mean,-0.0067726564124407805,0.3903829189339752,-0.0016900179836734008,0.8302901274907871,16086
ecg_pnn50,acc_mag_mean,0.006743067542382482,0.3924567459326801,0.0217726257907341,0.005752808959272013,16086
ecg_pnn50,acc_magnitude_range,0.00647488482139655,0.4115561118443264,0.0300305411318632,0.0001393300587307604,16086
ecg_pnn50,acc_mag_peak2peak,0.00647488482139655,0.4115561118443264,0.0300305411318632,0.0001393300587307604,16086
ecg_pnn50,acc_z_mean,-0.005446192743334448,0.48975703492376077,-0.003063385840115929,0.697644744781368,16086
ecg_pnn50,acc_x_mean,0.0020162150683055353,0.7981839267612304,0.006717360144212547,0.3942639393661887,16086
ecg_pnn50,acc_x_dom_freq,-0.0007988066356129225,0.9193081372029066,-0.02287188487450933,0.0037196341664343644,16086
ecg_pnn50,acc_sma,-0.00044960524613969766,0.954529842680475,0.020168127446433152,0.010527700320621882,16086
ecg_pnn50,acc_flatline_ratio,,,,,16086
