hrv_target,feature,pearson_r,pearson_p,spearman_r,spearman_p,n
ecg_pnn50,acc_valid,,,,,16086
ecg_lf_hf_ratio,acc_y_std,0.08359246079291086,1.6088169555289653e-23,0.08944931573026836,1.0441658194972532e-26,14248
ecg_lf_hf_ratio,acc_y_rms,0.08358850488257838,1.6165422937858588e-23,0.08944928757453699,1.0442039088124576e-26,14248
ecg_lf_hf_ratio,acc_y_spectral_energy,0.08154452564624329,1.863946753047766e-22,0.08294164792705906,3.527407624322974e-23,14248
ecg_lf_hf_ratio,acc_y_energy,0.08062801085070094,5.471176946324122e-22,0.08944929753536655,1.0441904335592103e-26,14248
ecg_lf_hf_ratio,acc_max_intercorr,-0.0781138440681409,9.862689243666087e-21,-0.08775576686592357,9.175825218236541e-26,14248
ecg_lf_hf_ratio,acc_z_peak2peak,0.07730966149033917,2.440003803847884e-20,0.11456937077724566,7.752737650197738e-43,14248
ecg_lf_hf_ratio,acc_y_peak2peak,0.07049211259513198,3.637443884066931e-17,0.0916875196506391,5.542125834319871e-28,14248
ecg_lf_hf_ratio,acc_y_dom_freq,-0.06657998753500691,1.78481664070733e-15,-0.08856165897345353,3.278984899486071e-26,14248
ecg_lf_hf_ratio,acc_magnitude_std,0.06422876295627324,1.6682238159280217e-14,0.09262372793312991,1.5884399396080496e-28,14248
ecg_lf_hf_ratio,acc_mag_std,0.06422876295627324,1.6682238159280217e-14,0.09262372793312991,1.5884399396080496e-28,14248
ecg_lf_hf_ratio,acc_magnitude_range,0.06257962597899937,7.63344478575281e-14,0.10047339011303004,2.7103750728425123e-33,14248
ecg_lf_hf_ratio,acc_mag_peak2peak,0.06257962597899937,7.63344478575281e-14,0.10047339011303004,2.7103750728425123e-33,14248
ecg_lf_hf_ratio,acc_x_peak2peak,0.05757909975594547,6.0685126904810574e-12,0.0848803638187755,3.341811059541391e-24,14248
ecg_lf_hf_ratio,acc_mag_rms,0.0568993925007893,1.0703841809924657e-11,0.08011979471294177,9.888582892058425e-22,14248
ecg_lf_hf_ratio,acc_z_spectral_energy,0.05571161231535838,2.8407013999218515e-11,0.08275839555621975,4.3952141165147455e-23,14248
ecg_lf_hf_ratio,acc_sma,0.05218379435236279,4.5870407138786365e-10,0.0713735499937005,1.4681081780952417e-17,14248
ecg_lf_hf_ratio,acc_y_jerk_mean,0.05107619644981952,1.0596489952644862e-09,-0.002026732184201879,0.8088577406107055,14248
ecg_lf_hf_ratio,acc_mag_mean,0.05071938544783586,1.382651961507422e-09,0.07132715996083748,1.5403393416077466e-17,14248
ecg_lf_hf_ratio,acc_mag_energy,0.04810768132444724,9.181495898897458e-09,0.08011982000161297,9.888292570322008e-22,14248
ecg_lf_hf_ratio,acc_z_jerk_mean,0.04655435714570498,2.705689412515445e-08,0.026117108033880072,0.0018225184645713636,14248
ecg_lf_hf_ratio,acc_x_entropy,0.04654419642310267,2.7245829494451386e-08,0.019456872586492792,0.020206813530017232,14248
ecg_lf_hf_ratio,acc_mag_spectral_energy,0.04626243242359758,3.302597673345652e-08,0.07777805744300398,1.4412779816570222e-20,14248
ecg_lf_hf_ratio,acc_mag_jerk_mean,0.04574348796481047,4.693403998377403e-08,0.01230657691335862,0.1418596091892528,14248
ecg_lf_hf_ratio,acc_z_std,0.039865636093127724,1.9355866786185834e-06,0.06719493031849143,9.819556167189031e-16,14248
ecg_lf_hf_ratio,acc_z_rms,0.03985122906560161,1.9521650726464353e-06,0.06718039164775841,9.959879010170634e-16,14248
ecg_lf_hf_ratio,acc_z_energy,0.02869285096451796,0.0006140610938276045,0.06718036810949357,9.960107788262935e-16,14248
ecg_lf_hf_ratio,acc_corr_xz,-0.02762097000579529,0.0009761343916938254,-0.015943677699521288,0.05703130056472034,14248
ecg_lf_hf_ratio,acc_corr_yz,0.02584816691349086,0.0020313445678034384,0.03627783275891596,1.4819872961264675e-05,14248
ecg_lf_hf_ratio,acc_x_jerk_mean,0.025508363680633882,0.0023265417755657797,0.016509096693176073,0.048773138899729854,14248
ecg_lf_hf_ratio,acc_x_std,0.02535285881608779,0.0024743182106753553,0.04978022170484999,2.7615323155659617e-09,14248
ecg_lf_hf_ratio,acc_x_rms,0.02534625592266127,0.0024807789662492064,0.049779304570759006,2.763381824493625e-09,14248
ecg_lf_hf_ratio,acc_x_spectral_energy,0.025284217786236737,0.00254223966854007,0.05450313178292524,7.513395179424648e-11,14248
ecg_lf_hf_ratio,acc_y_entropy,-0.022411776856012106,0.007466625358767385,-0.090522480308277,2.578254986572249e-27,14248
ecg_lf_hf_ratio,acc_z_dom_freq,-0.02200394888428817,0.008624553573903095,-0.039084423044559516,3.060975698494581e-06,14248
ecg_lf_hf_ratio,acc_x_dom_freq,0.01764863943391148,0.0351515001307536,-0.007202836756814202,0.3899532045577118,14248
ecg_lf_hf_ratio,acc_z_entropy,0.016875672937684733,0.04397477562966981,-0.004023127894884962,0.6310991099268846,14248
ecg_lf_hf_ratio,acc_mag_entropy,0.013758047069861378,0.1005562832630872,-0.051300924744611315,8.95338533858802e-10,14248
ecg_lf_hf_ratio,acc_x_energy,0.012689163271287326,0.12988136332636493,0.049779304570759006,2.763381824493625e-09,14248
ecg_lf_hf_ratio,acc_corr_xy,0.011992695393893756,0.1523059267240505,0.044230855481449435,1.2796480293762732e-07,14248
ecg_lf_hf_ratio,acc_clip_ratio,-0.00791861102375628,0.3445890467353734,0.0005817288963359327,0.9446457775029053,14248
ecg_lf_hf_ratio,acc_mag_dom_freq,0.004861831029408222,0.5617225026432334,-0.02454079326576612,0.003395126134898245,14248
ecg_lf_hf_ratio,acc_z_mean,0.004422351015438768,0.5976172380288534,0.002650685022401875,0.7517203353494368,14248
ecg_lf_hf_ratio,acc_x_mean,0.001408563016436736,0.8664901046582282,-0.001647812023201398,0.8440827072373012,14248
ecg_lf_hf_ratio,acc_y_mean,0.00018069498652475556,0.9827935470664002,-0.004890013799864232,0.5594566815826407,14248
ecg_lf_hf_ratio,acc_flatline_ratio,,,,,14248
ecg_lf_hf_ratio,acc_valid,,,,,14248
ecg_sd1,acc_z_entropy,-0.1442315898805889,1.6460292468872097e-75,-0.022651597056078,0.004065157598339588,16086
ecg_sd1,acc_z_jerk_mean,-0.14373988807527288,5.283475003040198e-75,-0.05029710635103071,1.7392891599260468e-10,16086
ecg_sd1,acc_mag_jerk_mean,-0.12725531021015582,4.684610674745016e-59,-0.025263714453746783,0.0013530933704683117,16086
ecg_sd1,acc_y_jerk_mean,-0.12103425368790954,1.4842753561247715e-53,-0.05465637356346809,4.012318949637551e-12,16086
ecg_sd1,acc_mag_entropy,-0.10571623742151097,3.3074874129634314e-41,-0.03605225579578238,4.792762455090934e-06,16086
ecg_sd1,acc_z_dom_freq,-0.0891632985896731,9.285707388093309e-30,-0.05603180772190075,1.1472004751957658e-12,16086
ecg_sd1,acc_mag_dom_freq,0.0763198915554951,3.2263590680616286e-22,0.03636744622676162,3.956155782774003e-06,16086
ecg_sd1,acc_x_jerk_mean,-0.07125999103396505,1.4461525025955534e-19,-0.010735563548531151,0.1733458360259999,16086
ecg_sd1,acc_y_std,-0.07022924752409872,4.767743476427374e-19,-0.015603590539994106,0.0478183302216235,16086
ecg_sd1,acc_y_rms,-0.07022883080425107,4.770026997655932e-19,-0.015604782656952663,0.047801307188989374,16086
ecg_sd1,acc_z_energy,0.06567548539561317,7.554732397237549e-17,0.04780807502708772,1.3070804075194667e-09,16086
ecg_sd1,acc_y_energy,-0.05203220144450141,4.0228067678133777e-11,-0.015604798810063205,0.04780107656293411,16086
ecg_sd1,acc_y_spectral_energy,-0.049269059580514085,4.0487797958276927e-10,-0.015141260952980557,0.05481547386067857,16086
ecg_sd1,acc_y_entropy,-0.04783630854937003,1.2782191183893891e-09,0.008840928255451535,0.2621878576857396,16086
ecg_sd1,acc_x_rms,-0.04382095004845077,2.696571558270007e-08,0.00421318852366566,0.5931187349831285,16086
ecg_sd1,acc_x_std,-0.043819239567938456,2.6999300968019188e-08,0.004211860729347682,0.5932352255920146,16086
ecg_sd1,acc_y_peak2peak,-0.04302554317513142,4.786645910791722e-08,0.00026859685412820763,0.972826392896328,16086
ecg_sd1,acc_x_energy,-0.04211729026779344,9.105974789991258e-08,0.00421318852366566,0.5931187349831285,16086
ecg_sd1,acc_x_spectral_energy,-0.04059491392071311,2.5993158034577556e-07,0.001042217996568693,0.894845959270157,16086
ecg_sd1,acc_max_intercorr,0.03954465789172021,5.247226507272628e-07,0.01691355155698683,0.03194145156119661,16086
ecg_sd1,acc_corr_xz,0.039502718068591146,5.394566750540469e-07,0.05593713916824879,1.251655454311321e-12,16086
ecg_sd1,acc_z_rms,0.03651760729893018,3.608662407331793e-06,0.04780809635384544,1.3070583686771136e-09,16086
ecg_sd1,acc_z_std,0.03650508717894617,3.6364792698907516e-06,0.0478152120398602,1.2997252802124143e-09,16086
ecg_sd1,acc_sma,-0.023137840289831783,0.0033381558623506425,0.02809162366133698,0.000366216656018245,16086
ecg_sd1,acc_x_peak2peak,-0.021556894326887018,0.006253604324438791,0.02811728733604164,0.00036169766966892764,16086
ecg_sd1,acc_magnitude_range,-0.021012401121121464,0.0076964867894129705,0.03539566222993743,7.111925275096765e-06,16086
ecg_sd1,acc_mag_peak2peak,-0.021012401121121464,0.0076964867894129705,0.03539566222993743,7.111925275096765e-06,16086
ecg_sd1,acc_corr_yz,-0.018406021202050343,0.019571493287366626,0.023490582732987386,0.0028871529664571856,16086
ecg_sd1,acc_z_spectral_energy,0.0165392240842076,0.0359351823067731,0.041218349762466217,1.6991035501146388e-07,16086
ecg_sd1,acc_z_peak2peak,-0.014748902254444663,0.06140492436030741,0.04494973255364128,1.1741271503318526e-08,16086
ecg_sd1,acc_clip_ratio,0.014400888099417421,0.06778612141059975,0.004403898417275365,0.5764972956403325,16086
ecg_sd1,acc_x_dom_freq,0.013012088052479972,0.09888721648533849,-0.023165574795875034,0.003300498802154164,16086
ecg_sd1,acc_mag_mean,-0.0123766846259307,0.11648948012452874,0.03032742115399563,0.0001195579426120259,16086
ecg_sd1,acc_mag_spectral_energy,-0.010693165821663301,0.17505018491147464,0.04656476033564785,3.450645099942033e-09,16086
ecg_sd1,acc_mag_energy,0.00965947946638334,0.22055604033525159,0.03889498396361442,8.033257734837571e-07,16086
ecg_sd1,acc_corr_xy,0.008506311818371349,0.2806785572151522,0.04888953391172024,5.507498422008734e-10,16086
ecg_sd1,acc_mag_rms,-0.008151317486683567,0.3012421633635101,0.03889499215559989,8.033214928643852e-07,16086
ecg_sd1,acc_y_mean,-0.0056973521808068505,0.46995745256910293,-0.0002751056673883508,0.9721681683694409,16086
ecg_sd1,acc_z_mean,-0.005619021768601105,0.47608457073698607,-0.0039055171711216167,0.6203866310882609,16086
ecg_sd1,acc_y_dom_freq,-0.0042143519390729425,0.5930166743480038,0.0038983720244831974,0.6210263251345316,16086
ecg_sd1,acc_x_entropy,-0.0027840419355904663,0.7240322582700568,0.0713727938154307,1.2678330248112463e-19,16086
ecg_sd1,acc_x_mean,-0.0027822275693667924,0.7242047647708741,0.003762236402289184,0.6332686335105098,16086
ecg_sd1,acc_mag_std,-0.0004779042468307966,0.9516712639576281,0.049722037356554734,2.7959814247698623e-10,16086
ecg_sd1,acc_magnitude_std,-0.0004779042468307966,0.9516712639576281,0.049722037356554734,2.7959814247698623e-10,16086
ecg_sd1,acc_flatline_ratio,,,,,16086
ecg_sd1,acc_valid,,,,,16086
ecg_sd2,acc_z_entropy,-0.1368717776324671,4.0783753652157004e-68,0.009182450450088203,0.2442013117993433,16086
ecg_sd2,acc_z_jerk_mean,-0.13098871402431078,1.7131194022746523e-62,0.0011345577921165716,0.8855908821593346,16086
ecg_sd2,acc_mag_jerk_mean,-0.1225378576931831,7.376053466984998e-55,0.002917584303106194,0.7113743042207685,16086
ecg_sd2,acc_y_jerk_mean,-0.11633846720903608,1.3715885466878492e-49,-0.032669750546919375,3.408412435230074e-05,16086
ecg_sd2,acc_mag_entropy,-0.1075700698951042,1.3037047076956495e-42,-0.046814050413382685,2.8458914155114683e-09,16086
ecg_sd2,acc_z_dom_freq,-0.08296111407763083,5.688414895672107e-26,-0.04889278808599827,5.493040539818035e-10,16086
ecg_sd2,acc_x_jerk_mean,-0.07829623047919175,2.6556177400084966e-23,0.00569276835070584,0.470314802122328,16086
ecg_sd2,acc_mag_dom_freq,0.06459440878040407,2.3943869411238844e-16,0.007768165141274698,0.3245360007506366,16086
ecg_sd2,acc_z_energy,0.06136263454943332,6.733064723091241e-15,0.08092786005918139,8.65518641255469e-25,16086
ecg_sd2,acc_y_rms,-0.05763340177282138,2.5701532320844365e-13,0.03227473368660048,4.236795161877138e-05,16086
ecg_sd2,acc_y_std,-0.057632954000803704,2.5712430998218413e-13,0.032275307333058216,4.2354641739861e-05,16086
ecg_sd2,acc_y_entropy,-0.05168194948877772,5.4269365382693054e-11,-0.025257411550341575,0.0013568571583925139,16086
ecg_sd2,acc_y_energy,-0.04008644077935023,3.660098905074719e-07,0.0322747270340779,4.236810599542286e-05,16086
ecg_sd2,acc_x_energy,-0.03985690328733926,4.2659331622846985e-07,0.04720177320685962,2.1048435855735642e-09,16086
ecg_sd2,acc_z_rms,0.038712790802088615,9.04165290765574e-07,0.08092788276264302,8.654926569661276e-25,16086
ecg_sd2,acc_z_std,0.038703280218127405,9.097508440905684e-07,0.08094081797210341,8.508131656166542e-25,16086
ecg_sd2,acc_x_spectral_energy,-0.03868535967455774,9.203659577804388e-07,0.044031021064635065,2.31350400735282e-08,16086
ecg_sd2,acc_x_rms,-0.03856607596368563,9.94122270991586e-07,0.04720177320685962,2.1048435855735642e-09,16086
ecg_sd2,acc_x_std,-0.03856404783424647,9.95424217791436e-07,0.04720030478830344,2.1072589337657075e-09,16086
ecg_sd2,acc_y_spectral_energy,-0.037984404439778637,1.4431627550157435e-06,0.032352558092993956,4.059803712065275e-05,16086
ecg_sd2,acc_y_peak2peak,-0.03500811035294611,8.949367244078311e-06,0.0525304718592211,2.6187573299472705e-11,16086
ecg_sd2,acc_corr_xz,0.029328586771800502,0.00019900731838240254,0.030181873222938676,0.0001288954060999739,16086
ecg_sd2,acc_max_intercorr,0.02681641358495907,0.0006701981171499882,-0.028438824156468485,0.000309325639753143,16086
ecg_sd2,acc_z_spectral_energy,0.022277004066801682,0.0047201474656875875,0.08474255234674412,4.955703893463621e-27,16086
ecg_sd2,acc_y_dom_freq,-0.017658421679933207,0.025115037525861236,-0.02679820490665889,0.0006758857153543128,16086
ecg_sd2,acc_x_entropy,-0.01684365561345124,0.032656891580684605,0.051140944706939466,8.584824554212924e-11,16086
ecg_sd2,acc_sma,-0.016237114280318495,0.0394618144196412,0.07080045824508358,2.466699909801874e-19,16086
ecg_sd2,acc_magnitude_range,-0.01247822024957773,0.11352207666392936,0.08728581968052847,1.3900112203157843e-28,16086
ecg_sd2,acc_mag_peak2peak,-0.01247822024957773,0.11352207666392936,0.08728581968052847,1.3900112203157843e-28,16086
ecg_sd2,acc_x_peak2peak,-0.012303592393647691,0.1186630836888765,0.08196711146303697,2.1708414033329343e-25,16086
ecg_sd2,acc_mag_energy,0.011471124400251682,0.145717897406385,0.08424480589651048,9.851574657967155e-27,16086
ecg_sd2,acc_mag_spectral_energy,-0.010950543185051335,0.16489429849063894,0.091882119124149,1.665686780107152e-31,16086
ecg_sd2,acc_corr_xy,0.009343863408501329,0.23600893249802066,0.07742293298100952,8.068517071011608e-23,16086
ecg_sd2,acc_corr_yz,-0.008796905453898886,0.2645712781370403,0.040646463038144676,2.510107725114843e-07,16086
ecg_sd2,acc_clip_ratio,0.008083979927138283,0.3052532305784835,-0.00395610476667114,0.615865833625552,16086
ecg_sd2,acc_magnitude_std,0.007398341656842289,0.3481025898369532,0.09676605716508983,8.966223312985502e-35,16086
ecg_sd2,acc_mag_std,0.007398341656842289,0.3481025898369532,0.09676605716508983,8.966223312985502e-35,16086
ecg_sd2,acc_z_mean,-0.006475568189730175,0.4115067534743686,-0.00499448294979114,0.52646726038853,16086
ecg_sd2,acc_mag_mean,-0.0062799955630578105,0.4257754446647503,0.07289942550118512,2.093185980850326e-20,16086
ecg_sd2,acc_y_mean,-0.005854717580833757,0.4577808317774547,-0.002328298270474889,0.767782354501627,16086
ecg_sd2,acc_x_dom_freq,0.005246931585124397,0.5057791311542792,-0.03810043644149768,1.3403165355852187e-06,16086
ecg_sd2,acc_x_mean,-0.003945094726571658,0.616848521933064,0.00043749736228537186,0.9557530822095499,16086
ecg_sd2,acc_z_peak2peak,-0.002278789288792887,0.7725828175143951,0.10219161350957495,1.322487817814927e-38,16086
ecg_sd2,acc_mag_rms,-0.0011644230856503093,0.8826008037192441,0.08424479678513032,9.851698201856634e-27,16086
ecg_sd2,acc_flatline_ratio,,,,,16086
ecg_sd2,acc_valid,,,,,16086
ecg_hr_mean,acc_mag_dom_freq,0.4071430882072541,0.0,0.3188614581217573,0.0,16086
ecg_hr_mean,acc_x_entropy,0.16734719021157735,2.3336050841988218e-101,0.15880906861708655,2.413424250642946e-91,16086
ecg_hr_mean,acc_mag_entropy,0.1669330173652875,7.354354770503251e-101,0.11516353310715273,1.271974283221787e-48,16086
ecg_hr_mean,acc_x_dom_freq,0.1577390886090477,3.970942499891167e-90,0.09306985202910707,2.768500311004048e-32,16086
ecg_hr_mean,acc_max_intercorr,-0.14609246558771133,1.920368664295471e-77,-0.16692023125994826,7.619277895735949e-101,16086
ecg_hr_mean,acc_corr_yz,-0.13732017912699163,1.4840293810768003e-68,-0.15120549458509555,6.909653985656463e-83,16086
ecg_hr_mean,acc_x_jerk_mean,0.1361679757751447,1.9797745837428665e-67,0.18806734378300896,5.693740566998937e-128,16086
ecg_hr_mean,acc_z_spectral_energy,0.12795624598391458,1.0794043165367926e-59,0.1987713461633915,5.093713521145531e-143,16086
ecg_hr_mean,acc_mag_jerk_mean,0.12685854664215035,1.0713511590290605e-58,0.23556640310017546,1.0756340172368089e-201,16086
ecg_hr_mean,acc_z_jerk_mean,0.12619235688727246,4.271316184874433e-58,0.2048626269129649,5.523411593703442e-152,16086
ecg_hr_mean,acc_z_energy,0.104560872400101,2.4111171376479833e-40,0.1855856128270753,1.3091531099002004e-124,16086
ecg_hr_mean,acc_mag_energy,0.10094364730655057,1.0502401649876237e-37,0.18441578104586098,4.842098081793687e-123,16086
ecg_hr_mean,acc_x_spectral_energy,0.10024627021148348,3.305997811646411e-37,0.12947193236480567,4.38941872208123e-61,16086
ecg_hr_mean,acc_mag_spectral_energy,0.0999127231059925,5.705135021453685e-37,0.1702732508127088,6.441509131926332e-105,16086
ecg_hr_mean,acc_z_std,0.08816949690424433,3.9174101011264997e-29,0.18558492347620661,1.3119508487454607e-124,16086
ecg_hr_mean,acc_z_rms,0.0881651877387079,3.941800111620102e-29,0.1855855701498655,1.309326142816472e-124,16086
ecg_hr_mean,acc_z_dom_freq,-0.07770604196822313,5.635365228445208e-23,-0.08317416539058593,4.2600631913238726e-26,16086
ecg_hr_mean,acc_mag_mean,0.07680797015857893,1.7515785595925688e-22,0.19581911110459743,8.849480175063096e-139,16086
ecg_hr_mean,acc_x_energy,0.07379330873101966,7.164449717287424e-21,0.1086571647051451,1.9062505692014365e-43,16086
ecg_hr_mean,acc_sma,0.06994682890524487,6.591279971860986e-19,0.18712277342758948,1.097685859858978e-126,16086
ecg_hr_mean,acc_mag_rms,0.06829317673062495,4.279075453827621e-18,0.18441576894219572,4.8422783591594325e-123,16086
ecg_hr_mean,acc_corr_xz,0.06508369266858237,1.4238649697943648e-16,0.11986397168246843,1.4956261870622998e-52,16086
ecg_hr_mean,acc_z_peak2peak,0.05768576357981728,2.4457856934651903e-13,0.1541216051163405,4.439131658162023e-86,16086
ecg_hr_mean,acc_y_entropy,0.05066453204717646,1.280728200330157e-10,0.00538034573580991,0.4950212267777907,16086
ecg_hr_mean,acc_x_peak2peak,0.04861253992766123,6.884272617291109e-10,0.12888392501055926,1.5273961913532023e-60,16086
ecg_hr_mean,acc_corr_xy,0.045861838583592475,5.909666201353347e-09,0.07848207962025985,2.0929670960792535e-23,16086
ecg_hr_mean,acc_magnitude_range,0.0452176205465573,9.6103222320832e-09,0.1524202965095092,3.291405112282455e-84,16086
ecg_hr_mean,acc_mag_peak2peak,0.0452176205465573,9.6103222320832e-09,0.1524202965095092,3.291405112282455e-84,16086
ecg_hr_mean,acc_magnitude_std,0.04172685201523877,1.195805068051719e-07,0.15110283103272995,8.926486841799802e-83,16086
ecg_hr_mean,acc_mag_std,0.04172685201523877,1.195805068051719e-07,0.15110283103272995,8.926486841799802e-83,16086
ecg_hr_mean,acc_x_std,0.03654457566385797,3.549436098323722e-06,0.10866744575685441,1.8717268857483093e-43,16086
ecg_hr_mean,acc_x_rms,0.03653464365914215,3.5711389442178537e-06,0.1086571647051451,1.9062505692014365e-43,16086
ecg_hr_mean,acc_y_jerk_mean,0.022345256191797346,0.00459411801070359,0.10923213960343418,6.84069235660816e-44,16086
ecg_hr_mean,acc_y_peak2peak,0.020469554786863346,0.009425128436060122,0.09678670017012836,8.678236250973868e-35,16086
ecg_hr_mean,acc_y_energy,0.016317963847189462,0.038490377881520724,0.09119097519428657,4.682495501894723e-31,16086
ecg_hr_mean,acc_y_spectral_energy,0.014464592630343085,0.06657887370485914,0.09232846067651966,8.509369138028511e-32,16086
ecg_hr_mean,acc_z_entropy,-0.014188905281576021,0.07193361194119345,-0.07183526197872124,7.375942070397513e-20,16086
ecg_hr_mean,acc_clip_ratio,0.009183967457528664,0.24412339932668184,0.01647414997370676,0.03667122200164097,16086
ecg_hr_mean,acc_y_rms,0.006500825855324829,0.40968490647041605,0.09119095903712399,4.682608217025863e-31,16086
ecg_hr_mean,acc_y_std,0.006493260398196851,0.4102301026019429,0.0911903157430166,4.6870981357562045e-31,16086
ecg_hr_mean,acc_z_mean,0.005024388146904824,0.5239941591552252,0.009163255328666044,0.24518866850900803,16086
ecg_hr_mean,acc_x_mean,-0.002955694397120955,0.7077763636421893,0.0005523951489357788,0.9441497507612229,16086
ecg_hr_mean,acc_y_dom_freq,0.0011998131711175083,0.8790597571643985,-0.03462473588267459,1.1207959694995712e-05,16086
ecg_hr_mean,acc_y_mean,-0.0011214374775222196,0.8869049905478456,0.0066905058103704056,0.3961571280295289,16086
ecg_hr_mean,acc_flatline_ratio,,,,,16086
ecg_hr_mean,acc_valid,,,,,16086
